u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,access,width,tunnel,service,bridge,junction,est_width,NO2_ugm3,NO_ugm3,CO2_mgm3,CO_mgm3,O3_ugm3,PM25_ugm3
4634896200,4634896196,0,469082214,False,,,service,5,False,6.616,,"LINESTRING (-6.2867179 53.3581837, -6.2866674 53.3581324)",,,,,,,,30.6226,23.1467,820.1667000000001,0.396,44.26219999999999,6.7268
4634896200,4634896198,0,469082214,False,,,service,5,True,4.952,,"LINESTRING (-6.2867179 53.3581837, -6.2867568 53.3582217)",,,,,,,,30.6226,23.1467,820.1667000000001,0.396,44.26219999999999,6.7268
4634896200,3130235901,0,"[469082217, 550204739, 550199929]",True,,,service,5,False,82.16199999999999,,"LINESTRING (-6.2867179 53.3581837, -6.2869391 53.3581426, -6.2876625 53.357991, -6.2877694 53.357958, -6.2878384 53.3579589, -6.2878725 53.357981)",,,building_passage,,,,,14.805716666666669,15.152662499999998,810.9436625,0.3759166666666667,50.36655833333334,5.33615
4634896202,3130235901,0,469082213,False,,,service,5,True,18.791,,"LINESTRING (-6.2879716 53.3578227, -6.2878725 53.357981)",,,,,,,,5.96025,8.382249999999999,804.87575,0.367,53.22625000000001,4.5447500000000005
4634896202,4634896194,0,469082213,False,,,service,5,False,141.53,,"LINESTRING (-6.2879716 53.3578227, -6.2879825 53.3578064, -6.288004 53.3577456, -6.2879879 53.3576431, -6.2879423 53.3575743, -6.2878672 53.3575647, -6.287241 53.3576942, -6.2867836 53.3577888, -6.2867813 53.3579155, -6.2867143 53.3579459, -6.2865502 53.3579937)",,,,,,,,17.479945454545454,16.517970454545452,815.4443159090908,0.37937272727272725,49.5146590909091,5.532
4634896202,4634896204,0,469082218,False,,,service,5,False,21.064,,"LINESTRING (-6.2879716 53.3578227, -6.2879473 53.3577627, -6.2879423 53.3577504, -6.2878886 53.3576399)",,,,,,,,5.96025,8.382249999999999,804.87575,0.367,53.22625000000001,4.5447500000000005
4634896204,4634896202,0,469082218,False,,,service,5,True,21.064,,"LINESTRING (-6.2878886 53.3576399, -6.2879423 53.3577504, -6.2879473 53.3577627, -6.2879716 53.3578227)",,,,,,,,5.96025,8.382249999999999,804.87575,0.367,53.22625000000001,4.5447500000000005
4634898549,2371613132,0,228485226,False,,Kingsland Lane,service,30,False,23.04,,"LINESTRING (-6.268771 53.3319871, -6.2691174 53.3319752)",,,,alley,,,,6.4295,11.412333333333333,791.561,0.3313333333333333,54.18133333333333,4.367666666666667
4634898549,4698140936,0,476170724,False,,,service,30,True,2.192,,"LINESTRING (-6.268771 53.3319871, -6.26877 53.3319674)",,,,alley,,,,6.4295,11.412333333333333,791.561,0.3313333333333333,54.18133333333333,4.367666666666667
4634898549,5352765636,0,228485226,False,,Kingsland Lane,service,30,True,24.968,,"LINESTRING (-6.268771 53.3319871, -6.2685711 53.331994, -6.2683955 53.3319987)",,,,alley,,,,12.94562,31.473844444444442,809.5566666666667,0.37764444444444445,49.13301777777778,5.6329955555555555
4634904009,2454609633,0,237581109,False,2,,residential,30,True,16.898,,"LINESTRING (-6.2711429 53.3380008, -6.2713922 53.3380314)",,,,,,,,28.963,13.02556666666667,836.3229666666667,0.4136333333333333,35.48923333333334,5.661666666666667
4634904009,4634904010,0,469083252,False,,,service,30,False,37.271,,"LINESTRING (-6.2711429 53.3380008, -6.2712476 53.3376715)",,,,alley,,,,31.077999999999996,4.972,839.399,0.41600000000000004,30.249000000000002,3.5769999999999995
4634904009,2454609666,0,237581109,False,2,,residential,30,False,24.298,,"LINESTRING (-6.2711429 53.3380008, -6.2710524 53.337996, -6.2707781 53.3379834)",,,,,,,,31.077999999999992,4.972,839.399,0.4160000000000001,30.249000000000006,3.5769999999999995
4634904010,4634904009,0,469083252,False,,,service,30,True,37.271,,"LINESTRING (-6.2712476 53.3376715, -6.2711429 53.3380008)",,,,alley,,,,31.077999999999996,4.972,839.399,0.41600000000000004,30.249000000000002,3.5769999999999995
4634920683,278524351,0,"[469085666, 228557878]",False,,,"['residential', 'service']",30,"[False, True]",121.727,,"LINESTRING (-6.282165 53.3305974, -6.2830316 53.3307368, -6.2839465 53.3308537)",,,,alley,,,,13.663213333333331,16.115156666666667,805.7013999999999,0.40800666666666663,48.81610666666666,7.01268
4658463746,2891634656,0,545754706,False,,,service,15,False,9.643,,"LINESTRING (-6.2946334 53.340885, -6.2945472 53.3409548)",permissive,,,,,,,18.873399999999997,4.632,815.8679999999999,0.3848,43.0128,7.5534
4658463746,4658463750,0,471686465,False,,,service,,False,99.48,,"LINESTRING (-6.2946334 53.340885, -6.2947892 53.3409247, -6.2950145 53.3411697, -6.2951701 53.3413683, -6.2952854 53.3416549)",permissive,,,,,,,22.156234285714284,37.60671428571429,828.4549371428571,0.40019428571428567,42.28241142857143,7.217194285714287
4658463746,868664071,0,"[545754706, 51110499]",False,,,service,15,True,44.68599999999999,,"LINESTRING (-6.2946334 53.340885, -6.2946794 53.3408477, -6.294696 53.3408138, -6.2946805 53.3407673, -6.2946565 53.3407092, -6.2946506 53.3406949, -6.294609 53.3406088, -6.2945887 53.3405667, -6.2945724 53.3405026)",permissive,,,,,,,19.406166666666664,10.734777777777778,818.1585,0.3857777777777778,42.945,7.333722222222223
4658463750,4658463746,0,471686465,False,,,service,,True,99.48,,"LINESTRING (-6.2952854 53.3416549, -6.2951701 53.3413683, -6.2950145 53.3411697, -6.2947892 53.3409247, -6.2946334 53.340885)",permissive,,,,,,,22.156234285714284,37.60671428571429,828.4549371428571,0.40019428571428567,42.28241142857143,7.217194285714287
4671559910,4671559911,0,472978013,False,,,service,,True,20.825,,"LINESTRING (-6.2441549 53.3565972, -6.2443908 53.3567207)",,,,driveway,,,,35.559,58.373,851.795,0.507,41.681,7.222
4671559910,2377743870,0,"[128947808, 4287187]",True,4,North Strand Road,secondary,50,False,18.788000000000004,R105,"LINESTRING (-6.2441549 53.3565972, -6.2440112 53.3566966, -6.2439907 53.3567109, -6.2439701 53.3567252)",,,,,yes,,,30.63275833333333,54.69260931372549,847.000825,0.497625,39.16024166666667,8.172891666666668
4671559911,4671559910,0,472978013,False,,,service,,False,20.825,,"LINESTRING (-6.2443908 53.3567207, -6.2441549 53.3565972)",,,,driveway,,,,35.559,58.373,851.795,0.507,41.681,7.222
4675836828,4675836829,0,473472733,False,,,service,,False,38.506,,"LINESTRING (-6.2810256 53.3492169, -6.2804531 53.349161)",,,,,,,,22.070500000000003,15.4895,829.2719999999999,0.392,56.3885,6.474500000000001
4675836829,1488933692,0,135582946,False,,,service,,True,16.708,,"LINESTRING (-6.2804531 53.349161, -6.2804169 53.3493097)",,,,,,,,26.605,18.168,829.512,0.387,47.675,6.104
4675836829,4675836828,0,473472733,False,,,service,,True,38.506,,"LINESTRING (-6.2804531 53.349161, -6.2810256 53.3492169)",,,,,,,,22.070500000000003,15.4895,829.2719999999999,0.392,56.3885,6.474500000000001
4675836829,3157227991,0,135582946,False,,,service,,False,69.467,,"LINESTRING (-6.2804531 53.349161, -6.2806318 53.348636, -6.2806563 53.3485482)",,,,,,,,26.605,18.168,829.5120000000001,0.387,47.67499999999999,6.104
4675836832,4675836836,0,473472741,False,,,service,,False,37.046,,"LINESTRING (-6.2824352 53.3486001, -6.2824244 53.348267)",,,,,,,,45.782975,37.288125,846.4076499999999,0.46464999999999995,34.70545,7.4019
4675836832,4675836834,0,473472738,False,,,service,,False,32.209,,"LINESTRING (-6.2824352 53.3486001, -6.2824727 53.3486801, -6.2824298 53.3488851)",,,,,,,,47.71,36.902,847.0210000000001,0.4695,34.411,7.445
4675836832,1008270957,0,473472738,False,,,service,,True,28.731,,"LINESTRING (-6.2824352 53.3486001, -6.2821574 53.3485762, -6.2820062 53.3485659)",,,,,,,,47.71,36.902,847.0210000000001,0.4695,34.411,7.445
4675836834,4675836835,0,473472738,False,,,service,,False,32.945,,"LINESTRING (-6.2824298 53.3488851, -6.282104 53.3488511, -6.2819408 53.3488344)",,,,,,,,47.71,36.902,847.0210000000001,0.4695,34.411,7.445
4675836834,4675836832,0,473472738,False,,,service,,True,32.209,,"LINESTRING (-6.2824298 53.3488851, -6.2824727 53.3486801, -6.2824352 53.3486001)",,,,,,,,47.71,36.902,847.0210000000001,0.4695,34.411,7.445
4675836834,4675836839,0,473472743,False,,,service,,False,77.088,,"LINESTRING (-6.2824298 53.3488851, -6.2822984 53.3490228, -6.2822581 53.3491589, -6.2829099 53.3492357)",,,,,,,,42.83206666666667,30.1096,840.1392,0.4589999999999999,37.6588,6.96
4675836835,1408484693,0,52822147,True,2,Blackhall Place,secondary,30,False,43.091,R805,"LINESTRING (-6.2819408 53.3488344, -6.2818598 53.3492189)",,,,,,,,20.55666666666667,33.92366666666667,834.7479999999999,0.4373333333333333,44.271,6.951333333333333
4675836835,4675836834,0,473472738,False,,,service,,True,32.945,,"LINESTRING (-6.2819408 53.3488344, -6.282104 53.3488511, -6.2824298 53.3488851)",,,,,,,,47.71,36.902,847.0210000000001,0.4695,34.411,7.445
4675836836,4675836832,0,473472741,False,,,service,,True,37.046,,"LINESTRING (-6.2824244 53.348267, -6.2824352 53.3486001)",,,,,,,,45.782975,37.288125,846.4076499999999,0.46464999999999995,34.70545,7.4019
4675836839,4675836840,0,473472743,False,,,service,,False,19.616,,"LINESTRING (-6.2829099 53.3492357, -6.2832023 53.3492613)",,,,,,,,24.881916666666662,8.004,816.44205,0.41679999999999995,48.0959,5.43155
4675836839,4675836844,0,473472745,False,,,service,,False,17.046,,"LINESTRING (-6.2829099 53.3492357, -6.2829392 53.3490834)",,,,parking_aisle,,,,35.515166666666666,19.921,829.8164999999999,0.4432499999999999,42.5305,6.2325
4675836839,4675836834,0,473472743,False,,,service,,True,77.088,,"LINESTRING (-6.2829099 53.3492357, -6.2822581 53.3491589, -6.2822984 53.3490228, -6.2824298 53.3488851)",,,,,,,,42.83206666666667,30.1096,840.1392,0.4589999999999999,37.6588,6.96
4675836840,4675836839,0,473472743,False,,,service,,True,19.616,,"LINESTRING (-6.2832023 53.3492613, -6.2829099 53.3492357)",,,,,,,,24.881916666666662,8.004,816.44205,0.41679999999999995,48.0959,5.43155
4675836842,4675836844,0,473472745,False,,,service,,True,34.186,,"LINESTRING (-6.2832613 53.3489876, -6.2829636 53.3489571, -6.2829392 53.3490834)",,,,parking_aisle,,,,42.83206666666666,30.1096,840.1392,0.4589999999999999,37.65880000000001,6.96
4675836843,4675836844,0,473472747,False,,,service,,False,20.865,,"LINESTRING (-6.2832479 53.3491188, -6.2829392 53.3490834)",,,,parking_aisle,,,,35.515166666666666,19.921,829.8164999999999,0.4432499999999999,42.5305,6.2325
4675836844,4675836839,0,473472745,False,,,service,,True,17.046,,"LINESTRING (-6.2829392 53.3490834, -6.2829099 53.3492357)",,,,parking_aisle,,,,35.515166666666666,19.921,829.8164999999999,0.4432499999999999,42.5305,6.2325
4675836844,4675836843,0,473472747,False,,,service,,True,20.865,,"LINESTRING (-6.2829392 53.3490834, -6.2832479 53.3491188)",,,,parking_aisle,,,,35.515166666666666,19.921,829.8164999999999,0.4432499999999999,42.5305,6.2325
4675836844,4675836842,0,473472745,False,,,service,,False,34.186,,"LINESTRING (-6.2829392 53.3490834, -6.2829636 53.3489571, -6.2832613 53.3489876)",,,,parking_aisle,,,,42.83206666666666,30.1096,840.1392,0.4589999999999999,37.65880000000001,6.96
4692697076,3451922938,0,913333121,True,1,Cavendish Row,secondary,30,False,19.02,R132,"LINESTRING (-6.2616243 53.3525967, -6.2616586 53.3525405, -6.2617435 53.3524663, -6.2617636 53.3524486)",,,,,,,,28.1971,21.908025,823.1167250000001,0.41937499999999994,43.770325,6.59565
4697268093,1972173711,0,153296493,False,,,service,30,False,3.78,,"LINESTRING (-6.2814447 53.3583394, -6.2815016 53.358341)",,,,alley,,,,33.02375000000001,13.021,799.335,0.3655,61.3465,6.101
4697268093,1660023173,0,153296493,False,,,service,30,True,35.389,,"LINESTRING (-6.2814447 53.3583394, -6.2809667 53.3584805)",,,,alley,,,,33.02375000000001,13.021,799.335,0.3655,61.3465,6.101
4697268093,4697268096,0,476074609,False,,,service,30,False,6.723,,"LINESTRING (-6.2814447 53.3583394, -6.2813437 53.3583347)",,,,,,,,33.02375000000001,13.021,799.335,0.3655,61.346500000000006,6.101
4697268096,4697268093,0,476074609,False,,,service,30,True,6.723,,"LINESTRING (-6.2813437 53.3583347, -6.2814447 53.3583394)",,,,,,,,33.02375000000001,13.021,799.335,0.3655,61.346500000000006,6.101
4698103561,1430847172,0,129750570,False,2,Keeper Road,residential,30,False,5.931,,"LINESTRING (-6.3025853 53.3319626, -6.3026704 53.3319788)",,,,,,,,14.911045454545455,24.302,792.2768181818182,0.3384545454545454,56.64318181818182,3.9364545454545454
4698103561,2808065630,0,129750570,False,2,Keeper Road,residential,30,True,49.803,,"LINESTRING (-6.3025853 53.3319626, -6.3018706 53.3318268)",,,,,,,,14.911045454545455,24.302,792.2768181818182,0.3384545454545454,56.64318181818182,3.9364545454545454
4698103561,4698103581,0,"[476166088, 476166089]",False,2,Keeper Road,"['service', 'unclassified']",30,False,50.082,,"LINESTRING (-6.3025853 53.3319626, -6.3024069 53.3323256, -6.3023761 53.3323953)",,,,,,,,17.503884848484848,32.79622380952381,796.0343939393939,0.33878181818181813,55.543122727272724,3.768281818181818
4698103565,4698103581,0,476166089,False,,,service,,True,90.309,,"LINESTRING (-6.3018811 53.3325992, -6.3019267 53.3324855, -6.3016905 53.3324465, -6.3017228 53.3323798, -6.3017394 53.3323383, -6.3023505 53.3324487, -6.3023761 53.3323953)",,,,,,,,18.30442207792208,33.705753061224485,795.1910545454546,0.33642077922077923,54.91463116883118,3.213977922077922
4698103581,2808065630,0,276184060,False,,,service,30,False,100.572,,"LINESTRING (-6.3023761 53.3323953, -6.3016627 53.3322702, -6.3018706 53.3318268)",,,,alley,,,,19.0065,35.65135714285714,795.794,0.336,54.556999999999995,3.0645000000000002
4698103581,2808065627,0,276184060,False,,,service,30,True,116.865,,"LINESTRING (-6.3023761 53.3323953, -6.3033256 53.3325617, -6.3035434 53.3321204)",,,,alley,,,,19.0065,35.65135714285714,795.794,0.336,54.556999999999995,3.0645000000000002
4698103581,4698103565,0,476166089,False,,,service,,False,90.309,,"LINESTRING (-6.3023761 53.3323953, -6.3023505 53.3324487, -6.3017394 53.3323383, -6.3017228 53.3323798, -6.3016905 53.3324465, -6.3019267 53.3324855, -6.3018811 53.3325992)",,,,,,,,18.30442207792208,33.705753061224485,795.1910545454546,0.33642077922077923,54.91463116883118,3.213977922077922
4698103581,4698103561,0,"[476166088, 476166089]",False,2,Keeper Road,"['service', 'unclassified']",30,True,50.082,,"LINESTRING (-6.3023761 53.3323953, -6.3024069 53.3323256, -6.3025853 53.3319626)",,,,,,,,17.503884848484848,32.79622380952381,796.0343939393939,0.33878181818181813,55.543122727272724,3.768281818181818
4698140934,26166032,0,476170722,False,,,service,30,False,10.9,,"LINESTRING (-6.2689108 53.3351611, -6.2688263 53.3351687, -6.2687483 53.335175)",,,,,,,,7.971,23.6926,808.587,0.466,42.68,3.3409999999999997
4698140936,4634898549,0,476170724,False,,,service,30,False,2.192,,"LINESTRING (-6.26877 53.3319674, -6.268771 53.3319871)",,,,alley,,,,6.4295,11.412333333333333,791.561,0.3313333333333333,54.18133333333333,4.367666666666667
4711147367,4711147368,0,27220221,False,,,service,,False,56.274,,"LINESTRING (-6.2831546 53.3417448, -6.2831064 53.34178, -6.2823352 53.3417928)",permissive,,,,,,,5.841,7.9312,793.071,0.361,58.66400000000001,7.355
4711147367,298720600,0,27220221,False,,,service,,True,49.38700000000001,,"LINESTRING (-6.2831546 53.3417448, -6.283255 53.3417444, -6.2837971 53.3417507, -6.2838983 53.3417481)",permissive,,,,,,,5.841,7.9312,793.071,0.361,58.664,7.355
4711147367,4711147369,0,477811929,False,,,service,,True,55.036,,"LINESTRING (-6.2831546 53.3417448, -6.28316 53.3416359, -6.2832177 53.3416023, -6.2837836 53.3416055)",permissive,,,parking_aisle,,,,6.14695,8.40736,793.57105,0.3611,58.1065,7.359200000000001
4711147368,4711147367,0,27220221,False,,,service,,True,56.274,,"LINESTRING (-6.2823352 53.3417928, -6.2831064 53.34178, -6.2831546 53.3417448)",permissive,,,,,,,5.841,7.9312,793.071,0.361,58.66400000000001,7.355
4711147369,4711147367,0,477811929,False,,,service,,False,55.036,,"LINESTRING (-6.2837836 53.3416055, -6.2832177 53.3416023, -6.28316 53.3416359, -6.2831546 53.3417448)",permissive,,,parking_aisle,,,,6.14695,8.40736,793.57105,0.3611,58.1065,7.359200000000001
4711147375,224036162,0,27217681,False,,Rainsford Street,unclassified,30,True,39.878,,"LINESTRING (-6.2832633 53.3422715, -6.2838639 53.3422653)",,,,,,,,10.763166666666669,30.2922,805.4250000000001,0.3646666666666666,48.258,6.945333333333333
4711147375,298693129,0,27217681,False,,Rainsford Street,unclassified,30,False,64.372,,"LINESTRING (-6.2832633 53.3422715, -6.282928 53.3422749, -6.2828867 53.3422753, -6.2822938 53.3422816)",,,,,,,,10.763166666666669,30.2922,805.4250000000001,0.3646666666666666,48.258,6.945333333333333
4711147375,4711147376,0,477811931,False,,,service,30,True,9.096,,"LINESTRING (-6.2832633 53.3422715, -6.2832629 53.3422918, -6.2832618 53.3423533)",,,,,,,,21.684,13.4422,808.518,0.311,55.0,5.775000000000001
4711147376,4711147375,0,477811931,False,,,service,30,False,9.096,,"LINESTRING (-6.2832618 53.3423533, -6.2832629 53.3422918, -6.2832633 53.3422715)",,,,,,,,21.684,13.4422,808.518,0.311,55.0,5.775000000000001
4711147377,224035900,0,20848425,False,,Echlin Street,unclassified,30,True,4.749,,"LINESTRING (-6.2883854 53.3429811, -6.2883841 53.3430238)",,,,,,,,20.702,13.548666666666668,810.8903333333334,0.3943333333333333,38.644666666666666,9.494333333333332
4711147377,4711147378,0,477811932,False,,,service,,False,25.758,,"LINESTRING (-6.2883854 53.3429811, -6.2879974 53.3429794)",,,,,,,,16.981,8.317,814.807,0.377,45.123,7.02
4711147377,224035908,0,20848425,False,,Echlin Street,unclassified,30,False,63.714,,"LINESTRING (-6.2883854 53.3429811, -6.2884018 53.3424411, -6.2884011 53.3424082)",,,,,,,,20.702,13.548666666666668,810.8903333333334,0.39433333333333326,38.644666666666666,9.494333333333332
4711147378,4711147377,0,477811932,False,,,service,,True,25.758,,"LINESTRING (-6.2879974 53.3429794, -6.2883854 53.3429811)",,,,,,,,16.981,8.317,814.807,0.377,45.123,7.02
4715529945,4715529946,0,478322301,False,,,service,30,False,3.656,,"LINESTRING (-6.2549361 53.3381124, -6.2548871 53.3380974)",,,,alley,,,,74.729,44.3665,868.717,0.437,36.2705,7.764
4715529946,833407822,0,69685678,False,,Merrion Court,service,30,False,11.38,,"LINESTRING (-6.2548871 53.3380974, -6.2549537 53.3380031)",,,,alley,,,,74.729,44.3665,868.717,0.437,36.2705,7.764
4715529946,4715529945,0,478322301,False,,,service,30,True,3.656,,"LINESTRING (-6.2548871 53.3380974, -6.2549361 53.3381124)",,,,alley,,,,74.729,44.3665,868.717,0.437,36.2705,7.764
4715529946,833407821,0,69685678,False,,Merrion Court,service,30,True,38.914,,"LINESTRING (-6.2548871 53.3380974, -6.2546979 53.3383653, -6.2546595 53.3384199)",,,,alley,,,,74.729,44.3665,868.717,0.437,36.2705,7.764
4715529948,91757704,0,478322302,False,,,service,30,True,8.76,,"LINESTRING (-6.2552794 53.3373855, -6.2551596 53.3373525)",,,,alley,,,,46.531333333333336,27.94441666666667,842.2260000000001,0.4031666666666667,42.42341666666667,7.243666666666666
4715529950,4739239727,0,478322304,False,,,service,30,True,5.05,,"LINESTRING (-6.2550972 53.3372855, -6.2550695 53.3373278)",,,,,,,,57.8104,34.51325,852.8224,0.41669999999999996,39.96225,7.4518
4715529956,4715529959,0,"[47638297, 478322306]",False,,Ely Place Upper,"['service', 'unclassified']",30,True,58.148,,"LINESTRING (-6.2554041 53.3367719, -6.254927 53.3366491, -6.2548661 53.3366388, -6.2548328 53.3366422, -6.2547738 53.336663, -6.2547416 53.3366886, -6.2547038 53.3367419, -6.2546876 53.3367638)",,,,,,,,14.635375,12.672833928571428,793.308975,0.3458,41.48129999999999,4.796075
4715529959,4715529969,0,47638297,False,,Ely Place Upper,unclassified,30,True,6.614,,"LINESTRING (-6.2546876 53.3367638, -6.2546451 53.3368176)",,,,,,,,14.173933333333332,13.55935,790.9199333333333,0.3434,41.37519999999999,4.647866666666667
4715529959,6381296384,0,478322308,False,,,service,,False,6.37,,"LINESTRING (-6.2546876 53.3367638, -6.2547751 53.3367873)",,,,,,,,15.027366666666666,13.002478571428572,792.9784999999999,0.34619999999999995,40.77213333333333,4.645166666666666
4715529959,4715529956,0,"[47638297, 478322306]",False,,Ely Place Upper,"['service', 'unclassified']",30,False,58.148,,"LINESTRING (-6.2546876 53.3367638, -6.2547038 53.3367419, -6.2547416 53.3366886, -6.2547738 53.336663, -6.2548328 53.3366422, -6.2548661 53.3366388, -6.254927 53.3366491, -6.2554041 53.3367719)",,,,,,,,14.635375,12.672833928571428,793.308975,0.3458,41.48129999999999,4.796075
4715529963,4715529964,0,"[480927569, 480927570, 478322311]",False,,,service,,False,23.173,,"LINESTRING (-6.2541392 53.3369888, -6.2542958 53.3370324, -6.2543875 53.3370591, -6.2544553 53.3370771)",,,building_passage,,,,,18.180966666666663,10.601495833333331,812.821,0.35758333333333325,44.42328333333333,6.6288333333333345
4715529964,4715529969,0,47638297,False,,Ely Place Upper,unclassified,30,False,31.487,,"LINESTRING (-6.2544553 53.3370771, -6.2546451 53.3368176)",,,,,,,,15.938416666666662,13.211599999999997,801.1353666666666,0.35339999999999994,43.54615,5.420483333333333
4715529964,91757701,0,47638297,False,,Ely Place Upper,unclassified,30,True,8.292,,"LINESTRING (-6.2544553 53.3370771, -6.2544048 53.3371453)",,,,,,,,23.615499999999994,15.569474999999997,819.8066,0.37299999999999994,45.65335,6.6249
4715529964,4715529963,0,"[480927569, 480927570, 478322311]",False,,,service,,True,23.173,,"LINESTRING (-6.2544553 53.3370771, -6.2543875 53.3370591, -6.2542958 53.3370324, -6.2541392 53.3369888)",,,building_passage,,,,,18.180966666666663,10.601495833333331,812.821,0.35758333333333325,44.42328333333333,6.6288333333333345
4715529968,4715529969,0,478322313,False,,,service,,False,4.464,,"LINESTRING (-6.2545826 53.3368028, -6.2546451 53.3368176)",,,,,,,,14.173933333333332,13.55935,790.9199333333333,0.3434,41.37519999999999,4.647866666666667
4715529969,4715529959,0,47638297,False,,Ely Place Upper,unclassified,30,False,6.614,,"LINESTRING (-6.2546451 53.3368176, -6.2546876 53.3367638)",,,,,,,,14.173933333333332,13.55935,790.9199333333333,0.3434,41.37519999999999,4.647866666666667
4715529969,4715529964,0,47638297,False,,Ely Place Upper,unclassified,30,True,31.487,,"LINESTRING (-6.2546451 53.3368176, -6.2544553 53.3370771)",,,,,,,,15.938416666666662,13.211599999999997,801.1353666666666,0.35339999999999994,43.54615,5.420483333333333
4715529969,4715529968,0,478322313,False,,,service,,True,4.464,,"LINESTRING (-6.2546451 53.3368176, -6.2545826 53.3368028)",,,,,,,,14.173933333333332,13.55935,790.9199333333333,0.3434,41.37519999999999,4.647866666666667
4715529975,91757701,0,10577341,False,,Ely Place,unclassified,30,False,24.894,,"LINESTRING (-6.2542576 53.3373512, -6.2544048 53.3371453)",,,,,,,,23.846249999999994,15.082649999999997,823.9297,0.3756999999999999,46.5574,7.01525
4715529975,659806,0,10577341,False,,Ely Place,unclassified,30,True,24.737,,"LINESTRING (-6.2542576 53.3373512, -6.2541086 53.3375551)",,,,,,,,18.97828333333333,13.079266666666664,819.9264499999999,0.36911666666666665,46.774316666666664,6.964366666666667
4715529975,4715529976,0,478322314,False,,,service,,False,6.353,,"LINESTRING (-6.2542576 53.3373512, -6.2541943 53.337333, -6.2541714 53.3373264)",,,,,,,,18.164399999999993,11.890199999999998,819.5970000000001,0.36879999999999996,47.525200000000005,6.9738
4715529976,4715529975,0,478322314,False,,,service,,True,6.353,,"LINESTRING (-6.2541714 53.3373264, -6.2541943 53.337333, -6.2542576 53.3373512)",,,,,,,,18.164399999999993,11.890199999999998,819.5970000000001,0.36879999999999996,47.525200000000005,6.9738
4715529983,91709262,0,478322319,False,,,service,30,True,50.056,,"LINESTRING (-6.2500839 53.3377498, -6.2494269 53.337529)",,,,alley,,,,22.81595,11.182916666666667,822.73285,0.3899666666666667,40.05876666666667,6.595833333333334
4715529989,4345628640,0,48524954,False,,Fitzwilliam Lane,service,30,False,47.965,,"LINESTRING (-6.2494182 53.3377441, -6.250037 53.3379667)",,,,alley,,,,21.663800000000002,10.428266666666667,824.0040000000001,0.3928666666666666,40.32886666666667,6.493533333333334
4715529989,4715529992,0,48524954,False,,Fitzwilliam Lane,service,30,True,7.422,,"LINESTRING (-6.2494182 53.3377441, -6.2493225 53.3377096)",,,,alley,,,,22.8356,14.402266666666668,826.8144000000001,0.39726666666666655,38.859766666666665,6.517533333333334
4715529989,4715529990,0,478322321,False,,,service,,False,2.77,,"LINESTRING (-6.2494182 53.3377441, -6.2494065 53.337757, -6.2493983 53.337766)",,,,,,,,22.5508,13.234800000000002,827.4702000000001,0.3987999999999999,38.71313333333334,6.616266666666668
4715529990,4715529989,0,478322321,False,,,service,,True,2.77,,"LINESTRING (-6.2493983 53.337766, -6.2494065 53.337757, -6.2494182 53.3377441)",,,,,,,,22.5508,13.234800000000002,827.4702000000001,0.3987999999999999,38.71313333333334,6.616266666666668
4715529992,4715529989,0,48524954,False,,Fitzwilliam Lane,service,30,False,7.422,,"LINESTRING (-6.2493225 53.3377096, -6.2494182 53.3377441)",,,,alley,,,,22.8356,14.402266666666668,826.8144000000001,0.39726666666666655,38.859766666666665,6.517533333333334
4715529992,91709122,0,48524954,False,,Fitzwilliam Lane,service,30,True,3.859,,"LINESTRING (-6.2493225 53.3377096, -6.2492727 53.3376917)",,,,alley,,,,23.12155,13.401250000000001,829.87755,0.4022499999999999,37.6911,6.78095
4715529992,4715529993,0,478322323,False,,,service,,False,2.793,,"LINESTRING (-6.2493225 53.3377096, -6.2493108 53.3377226, -6.2493025 53.3377317)",,,,,,,,23.0514,12.573622222222221,830.0554666666667,0.4024222222222222,37.67688888888889,6.830511111111111
4715529993,4715529992,0,478322323,False,,,service,,True,2.793,,"LINESTRING (-6.2493025 53.3377317, -6.2493108 53.3377226, -6.2493225 53.3377096)",,,,,,,,23.0514,12.573622222222221,830.0554666666667,0.4024222222222222,37.67688888888889,6.830511111111111
4715530043,4715530045,0,272917032,False,,,service,,True,3.438,,"LINESTRING (-6.2455665 53.3364398, -6.2455908 53.3364125)",,,,,,,,8.331,38.2776,810.097,0.34,32.025,9.142
4715530045,4715530043,0,272917032,False,,,service,,False,3.438,,"LINESTRING (-6.2455908 53.3364125, -6.2455665 53.3364398)",,,,,,,,8.331,38.2776,810.097,0.34,32.025,9.142
4715530045,4715530046,0,478322331,False,,,service,,False,4.763,,"LINESTRING (-6.2455908 53.3364125, -6.245528 53.3363918)",,,,,,,,11.234066666666667,28.849796363636365,809.9851333333334,0.33066666666666666,32.51126666666667,9.014933333333332
4715530045,4715530059,0,10575468,False,,James's Place East,unclassified,30,True,80.275,,"LINESTRING (-6.2455908 53.3364125, -6.2460451 53.3365607, -6.246641 53.33677)",,,,,,,,15.588666666666668,14.708090909090906,809.8173333333334,0.3166666666666666,33.24066666666667,8.824333333333334
4715530046,4715530045,0,478322331,False,,,service,,True,4.763,,"LINESTRING (-6.245528 53.3363918, -6.2455908 53.3364125)",,,,,,,,11.234066666666667,28.849796363636365,809.9851333333334,0.33066666666666666,32.51126666666667,9.014933333333332
