u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,access,width,tunnel,service,bridge,junction,est_width
2401795349,2401795349,0,231852065,False,,,service,,False,87.67,,"LINESTRING (-6.2320518 53.35699, -6.2318888 53.3570908, -6.2321843 53.3572703, -6.2323532 53.3571663, -6.2320518 53.35699)",,,,parking_aisle,,,
2401795349,2401795349,1,231852065,False,,,service,,True,87.67,,"LINESTRING (-6.2320518 53.35699, -6.2323532 53.3571663, -6.2321843 53.3572703, -6.2318888 53.3570908, -6.2320518 53.35699)",,,,parking_aisle,,,
2401795351,2401795349,0,231852064,False,,,service,,True,17.509,,"LINESTRING (-6.2318677 53.3570309, -6.2318677 53.3570246, -6.2319891 53.3569554, -6.2320518 53.35699)",,,,parking_aisle,,,
2403635265,1287600436,0,113556123,False,,,service,,True,45.144999999999996,,"LINESTRING (-6.2409838 53.3400854, -6.2413318 53.3401139, -6.2414874 53.3401293, -6.2415474 53.3401406, -6.2416505 53.34016)",,,,,,,
2406849578,2372759839,0,232325729,False,,Bow Bridge Place,service,,False,6.78,,"LINESTRING (-6.2969481 53.342911, -6.2970495 53.3429037)",,,,,,,
2406849581,2372759920,0,1117218640,False,2,Old Kilmainham Village,residential,,False,12.815,,"LINESTRING (-6.2950648 53.3431846, -6.2950252 53.3430718)",,,,,,,
2406953457,2406953581,0,232338754,False,,,service,,True,25.482,,"LINESTRING (-6.2915913 53.3424813, -6.2919742 53.3424652)",,,,parking_aisle,,,
2406953457,2406953510,0,1138497283,False,,Basin Street Lower,residential,30,False,4.933,,"LINESTRING (-6.2915913 53.3424813, -6.2915874 53.342437)",,,,,,,
2406953457,4043185788,0,1138497283,False,,Basin Street Lower,residential,30,True,45.209,,"LINESTRING (-6.2915913 53.3424813, -6.2916284 53.3428128, -6.2916482 53.3428481, -6.2916679 53.3428833)",,,,,,,
2406953463,1420456304,0,20848454,True,2,Cornmarket,secondary,50,False,51.71900000000001,R810,"LINESTRING (-6.2758119 53.3431925, -6.2755275 53.3432656, -6.2752478 53.3433208, -6.2750818 53.3433536)",,,,,,,
2406953463,1426048999,0,133909794,True,1,Cornmarket,residential,50,False,47.366,,"LINESTRING (-6.2758119 53.3431925, -6.2757968 53.3432389, -6.2757914 53.3432555, -6.2754358 53.3434794, -6.2753781 53.34352)",,,,,,,
2406953510,366986329,0,1138497283,False,,Basin Street Lower,residential,30,False,32.939,,"LINESTRING (-6.2915874 53.342437, -6.2915462 53.3421418)",,,,,,,
2406953510,2406953457,0,1138497283,False,,Basin Street Lower,residential,30,True,4.933,,"LINESTRING (-6.2915874 53.342437, -6.2915913 53.3424813)",,,,,,,
2406953510,2406953578,0,232338757,False,,,service,,True,70.587,,"LINESTRING (-6.2915874 53.342437, -6.291204 53.3424559, -6.2905339 53.3425197)",,,,,,,
2406953516,298721802,0,27223440,False,,,service,,True,11.544,,"LINESTRING (-6.2876038 53.3421241, -6.2874302 53.3421301)",,,,,,,
2406953516,224035944,0,20848427,False,,Grand Canal Place,unclassified,30,False,61.593,,"LINESTRING (-6.2876038 53.3421241, -6.2875798 53.3420466, -6.2875762 53.3415715)",,,,,,,
2406953516,224035908,0,20848427,False,,Grand Canal Place,unclassified,30,True,64.729,,"LINESTRING (-6.2876038 53.3421241, -6.2876491 53.3421717, -6.2877401 53.3422433, -6.2878716 53.3423142, -6.2879846 53.3423431, -6.288107 53.3423744, -6.2884011 53.3424082)",,,,,,,
2406953578,2406953510,0,232338757,False,,,service,,False,70.587,,"LINESTRING (-6.2905339 53.3425197, -6.291204 53.3424559, -6.2915874 53.342437)",,,,,,,
2406953581,2406953457,0,232338754,False,,,service,,False,25.482,,"LINESTRING (-6.2919742 53.3424652, -6.2915913 53.3424813)",,,,parking_aisle,,,
2406953581,2406953581,0,232338753,False,,,service,,False,162.29399999999998,,"LINESTRING (-6.2919742 53.3424652, -6.2919903 53.3425501, -6.2920328 53.3425664, -6.2928781 53.3423884, -6.292905 53.3423547, -6.2928924 53.3423097, -6.2928835 53.3422779, -6.2928325 53.3422538, -6.2919551 53.3423422, -6.2919742 53.3424652)",,,,parking_aisle,,,
2406953581,2406953581,1,232338753,False,,,service,,True,162.294,,"LINESTRING (-6.2919742 53.3424652, -6.2919551 53.3423422, -6.2928325 53.3422538, -6.2928835 53.3422779, -6.2928924 53.3423097, -6.292905 53.3423547, -6.2928781 53.3423884, -6.2920328 53.3425664, -6.2919903 53.3425501, -6.2919742 53.3424652)",,,,parking_aisle,,,
2411542081,746009901,0,4571527,False,2,Old Kilmainham,secondary,50,True,20.109,R810,"LINESTRING (-6.3039009 53.3407111, -6.3042017 53.3407323)",,,,,,,
2411542081,5541432460,0,578258607,False,,,service,,True,12.269,,"LINESTRING (-6.3039009 53.3407111, -6.3038917 53.3408213)",,,,,,,
2411542081,5407334304,0,4571527,False,2,Old Kilmainham,secondary,50,False,30.429,R810,"LINESTRING (-6.3039009 53.3407111, -6.3036527 53.3406989, -6.303444 53.3407083)",,,,,,,
2413658311,249090702,0,547766101,False,2,North Circular Road,secondary,50,False,13.349,R101,"LINESTRING (-6.2508369 53.3576103, -6.2506548 53.3575593)",,,,,,,
2413658311,736979902,0,547766101,False,2,North Circular Road,secondary,50,True,13.318,R101,"LINESTRING (-6.2508369 53.3576103, -6.2510283 53.3576463)",,,,,,,
2413658311,736979916,0,59433203,False,2,North Richmond Street,residential,30,True,56.003,,"LINESTRING (-6.2508369 53.3576103, -6.2507998 53.35768, -6.25079 53.3576981, -6.2507415 53.3577877, -6.2505782 53.3580897)",,,,,,,
2413658316,3119447214,0,128396774,False,2,Great Charles Street,residential,30,True,7.421,,"LINESTRING (-6.2525459 53.3577423, -6.2526408 53.357707)",,,,,,,
2413658316,1415547811,0,547766100,True,1,Great Charles Street,residential,30,False,23.794,,"LINESTRING (-6.2525459 53.3577423, -6.2524276 53.3578478, -6.2523931 53.3578886, -6.2523619 53.3579255)",,,,,,,
2413705141,131037926,0,354359922,False,3,Amiens Street,secondary,50,False,42.437,R105,"LINESTRING (-6.2486188 53.3529497, -6.2482417 53.3532579)",,,,,,,
2413705141,2413705143,0,233037567,True,1,Buckingham Street Lower,tertiary,30,False,29.423,,"LINESTRING (-6.2486188 53.3529497, -6.2487819 53.3529281, -6.2488399 53.3529335, -6.2489178 53.352953, -6.2490351 53.3529905)",,,,,,,
2413705141,131032702,0,520012242,False,3,Amiens Street,secondary,50,True,30.731,R105,"LINESTRING (-6.2486188 53.3529497, -6.2487534 53.3528355, -6.2488824 53.3527225)",,,,,,,
2413705143,9508449629,0,520012241,True,2,Buckingham Street Lower,tertiary,30,False,19.813,,"LINESTRING (-6.2490351 53.3529905, -6.2491336 53.3531587)",,,,,,,
2413705164,1509380176,0,137621704,False,2,Saint Patrick's Avenue,residential,30,True,63.711,,"LINESTRING (-6.2418463 53.3598758, -6.2417559 53.3598679, -6.2416332 53.3598611, -6.2413333 53.3598428, -6.2408968 53.3597942)",,,,,,,
2413705164,1509380174,0,137621708,False,2,Annesley Avenue,residential,30,True,35.495999999999995,,"LINESTRING (-6.2418463 53.3598758, -6.2418726 53.3597837, -6.2419471 53.359693, -6.2420336 53.3595794)",,,,,,,
2413927007,10283070243,0,14039611,False,,Montague Lane,residential,30,False,24.796999999999997,,"LINESTRING (-6.263593 53.337324, -6.2637117 53.3372609, -6.2637836 53.3372148, -6.263843 53.3371602)",,,,,,,
2414457219,91709126,0,48524954,False,,Fitzwilliam Lane,service,30,False,81.096,,"LINESTRING (-6.2503423 53.3380766, -6.2513885 53.338453)",,,,alley,,,
2414457219,4345628640,0,48524954,False,,Fitzwilliam Lane,service,30,True,23.669,,"LINESTRING (-6.2503423 53.3380766, -6.250037 53.3379667)",,,,alley,,,
2414457219,4345628646,0,436684008,False,,,service,,False,2.178,,"LINESTRING (-6.2503423 53.3380766, -6.2503326 53.3380873, -6.2503266 53.3380938)",,,,,,,
2414927961,659795,0,24953749,True,1,Westmoreland Street,secondary,30,False,8.451,R138,"LINESTRING (-6.2591382 53.3452495, -6.2591475 53.3453253)",,,,,,,
2414927961,6937341102,0,768247435,False,,,cycleway,,False,7.451,,"LINESTRING (-6.2591382 53.3452495, -6.2592504 53.3452515)",,,,,,,
2414927961,7172637373,0,768247435,False,,,cycleway,,True,7.496,,"LINESTRING (-6.2591382 53.3452495, -6.2590386 53.3452477, -6.2590254 53.3452469)",,,,,,,
2414928110,5355630055,0,74232843,True,1,Hawkins Street,service,30,False,12.701,,"LINESTRING (-6.2570085 53.3460112, -6.2569977 53.3459537, -6.2569933 53.3458974)",no,,,,,,
2414928110,5297738717,0,233153575,True,1,Townsend Street,unclassified,30,False,34.624,,"LINESTRING (-6.2570085 53.3460112, -6.2569004 53.345993, -6.2567752 53.3459802, -6.2567437 53.3459704, -6.2565244 53.3459029)",,,,,,,
2418669690,2418681464,0,233489754,False,,,service,,True,96.901,,"LINESTRING (-6.254437 53.3495965, -6.2544881 53.3495892, -6.2557758 53.349406, -6.2558556 53.3493912)",,,yes,,,,
2418669707,131037599,0,13904666,False,,Beresford Lane,service,30,False,22.918999999999997,,"LINESTRING (-6.2541588 53.3498414, -6.2540842 53.3498605, -6.2539715 53.3498886, -6.2538576 53.3499392)",,,,alley,,,
2418669707,133459043,0,13904666,False,,Beresford Lane,service,30,True,42.252,,"LINESTRING (-6.2541588 53.3498414, -6.2546515 53.3497152, -6.2546986 53.3497052, -6.254741 53.3497215)",,,,alley,,,
2418669707,2418669690,0,233486966,True,,,service,,False,37.641,,"LINESTRING (-6.2541588 53.3498414, -6.2541424 53.3497697, -6.2541718 53.3497065, -6.2542502 53.349641, -6.2543736 53.3496116, -6.254437 53.3495965)",,,,,,,
2418681464,2418669690,0,233489754,False,,,service,,False,96.901,,"LINESTRING (-6.2558556 53.3493912, -6.2557758 53.349406, -6.2544881 53.3495892, -6.254437 53.3495965)",,,yes,,,,
2418681464,3698465073,0,708140418,True,,Northumberland Square,service,30,False,20.419,,"LINESTRING (-6.2558556 53.3493912, -6.2559182 53.3493825, -6.2559918 53.3493709, -6.256064 53.3493489, -6.2561105 53.3493056)",,,,,,,
2419805403,4794315767,0,486887677,False,,,service,30,True,6.66,,"LINESTRING (-6.2863827 53.3533288, -6.286416 53.3532723)",,,,,,,
2419805403,1396426598,0,857310736,False,2,Aughrim Street,secondary,30,True,15.731,R806,"LINESTRING (-6.2863827 53.3533288, -6.2866028 53.3533813)",,,,,,,
2419805403,1396426597,0,"[857310736, 308731562]",False,2,Aughrim Street,secondary,30,False,42.488,R806,"LINESTRING (-6.2863827 53.3533288, -6.2863075 53.353311, -6.2859479 53.3532472, -6.2858507 53.3532365, -6.2857655 53.3532344)",,,,,,,
2419896328,9866303356,0,1075816491,False,,,service,,False,7.049,,"LINESTRING (-6.2837338 53.3504173, -6.28384 53.3504169)",,,,,,,
2419896328,789163769,0,48482641,True,1,Arbour Place,residential,30,False,36.385000000000005,,"LINESTRING (-6.2837338 53.3504173, -6.2837119 53.3504389, -6.2832868 53.3506026)",,,,,,,
2420166187,5037859165,0,515973276,False,,,pedestrian,,True,6.864,,"LINESTRING (-6.2657393 53.348878, -6.2657614 53.3489383)",,,,,,,
2420166192,5037859164,0,515973275,False,,,pedestrian,,False,7.054,,"LINESTRING (-6.2650908 53.348979, -6.2651148 53.3490408)",,,,,,,
2420202003,269170101,0,24769545,True,1,Hendrick Street,secondary,30,False,103.299,R805,"LINESTRING (-6.2815648 53.3478686, -6.2800324 53.3477067)",,,,,,,
2420213166,514897344,0,41772643,False,,Coke Lane,unclassified,30,True,55.818999999999996,,"LINESTRING (-6.2796289 53.3469794, -6.2793207 53.3469439, -6.2788906 53.3468795, -6.2788095 53.3468674)",,,,,,,
2420620045,2420620049,0,233718297,False,,,service,,True,8.349,,"LINESTRING (-6.2555187 53.3514027, -6.2555675 53.3514719)",,,,,,,
2420620045,133458393,0,"[14047760, 14047776]",False,2,Deverell Place,"['service', 'unclassified']",30,False,48.620999999999995,,"LINESTRING (-6.2555187 53.3514027, -6.2556481 53.3513714, -6.2556593 53.3513436, -6.2554324 53.3510478)",,,,,,,
2420620045,133457972,0,14047760,False,2,Deverell Place,unclassified,30,True,37.541,,"LINESTRING (-6.2555187 53.3514027, -6.2551134 53.351501, -6.2549947 53.3515298)",,,,,,,
2420620049,2420620045,0,233718297,False,,,service,,False,8.349,,"LINESTRING (-6.2555675 53.3514719, -6.2555187 53.3514027)",,,,,,,
2420620072,1294005411,0,233718298,False,2,Champions' Avenue,residential,30,True,13.933,,"LINESTRING (-6.2565826 53.3518582, -6.256385 53.3519005)",,,,,,,
2420620074,1294005411,0,233718298,False,2,Champions' Avenue,residential,30,False,5.874,,"LINESTRING (-6.2563012 53.3519175, -6.256385 53.3519005)",,,,,,,
2420620083,1294005410,0,114208222,False,,Champions' Avenue,residential,30,False,27.551000000000002,,"LINESTRING (-6.256644 53.352266, -6.256677 53.3522674, -6.2570439 53.3522039)",,,,,,,
2420620083,1294005411,0,114208222,False,,Champions' Avenue,residential,30,True,44.632000000000005,,"LINESTRING (-6.256644 53.352266, -6.256613 53.3522553, -6.256385 53.3519005)",,,,,,,
2420620083,2420620096,0,233718299,False,2,Champions' Avenue,residential,30,False,17.905,,"LINESTRING (-6.256644 53.352266, -6.2566439 53.3523316, -6.2566439 53.3523859, -6.2565876 53.3524096)",,,,,,,
2420620096,2420620083,0,233718299,False,2,Champions' Avenue,residential,30,True,17.905,,"LINESTRING (-6.2565876 53.3524096, -6.2566439 53.3523859, -6.2566439 53.3523316, -6.256644 53.352266)",,,,,,,
2421345531,2421345535,0,233804883,False,,,service,,False,4.687,,"LINESTRING (-6.2630726 53.3473029, -6.2630968 53.3473425)",,,,,,,
2421345535,411503251,0,18928030,False,2,North Lotts,residential,30,False,126.544,,"LINESTRING (-6.2630968 53.3473425, -6.2613137 53.3477451)",,,,,,,
2421345535,195865275,0,18928030,False,2,North Lotts,residential,30,True,22.724,,"LINESTRING (-6.2630968 53.3473425, -6.263417 53.3472702)",,,,,,,
2421345535,2421345531,0,233804883,False,,,service,,True,4.687,,"LINESTRING (-6.2630968 53.3473425, -6.2630726 53.3473029)",,,,,,,
2421668722,2370573225,0,228373555,False,,,service,,True,16.751,,"LINESTRING (-6.2657809 53.3319899, -6.2657665 53.3318395)",,,,,,,
2421668722,369213150,0,"[235444344, 235444343, 32779407]",False,1,Synge Place,residential,30,False,64.398,,"LINESTRING (-6.2657809 53.3319899, -6.2657858 53.3320409, -6.2658124 53.33232, -6.2658219 53.3324186, -6.2658283 53.3324853, -6.2658362 53.3325681)",,,yes,,,,
2421668722,2370573239,0,452748098,False,1,Synge Place,residential,30,False,71.659,,"LINESTRING (-6.2657809 53.3319899, -6.2668032 53.3319514, -6.2668579 53.3319493)",,,,,,,
2421668785,4790258809,0,233844308,False,1,Harty Place,residential,30,False,6.092,,"LINESTRING (-6.2716415 53.3345753, -6.2715764 53.3345367)",,,,,,,
2421668785,1426048770,0,228818596,False,,Daniel Street,residential,30,True,105.294,,"LINESTRING (-6.2716415 53.3345753, -6.2717011 53.3345737, -6.2717526 53.3345803, -6.2731327 53.3348885)",,,,,,,
2421668785,1426048771,0,233844308,False,1,Harty Place,residential,30,True,52.05500000000001,,"LINESTRING (-6.2716415 53.3345753, -6.2716313 53.3346352, -6.2716879 53.3348711, -6.2717122 53.3350401)",,,,,,,
2421668789,1426048772,0,235444345,False,1,Vernon Street,residential,30,False,12.515,,"LINESTRING (-6.2713123 53.3350389, -6.2711244 53.3350477)",,,,,,,
2421685254,130158809,0,13866341,False,,Portobello Harbour,residential,30,False,4.15,,"LINESTRING (-6.2650932 53.33059, -6.2650308 53.330592)",,,,,,,
2421685254,4452043652,0,13866341,False,,Portobello Harbour,residential,30,True,68.934,,"LINESTRING (-6.2650932 53.33059, -6.2651155 53.3305882, -6.2654855 53.3305773, -6.2661294 53.3305536)",,,,,,,
2421685254,3393157382,0,"[229472637, 1125411142]",False,,Canal Way Cycle Route,cycleway,,False,90.246,,"LINESTRING (-6.2650932 53.33059, -6.265089 53.3305535, -6.2650878 53.3305429, -6.265069 53.3304276, -6.2650556 53.3303235, -6.2650481 53.3302915, -6.2650393 53.3302703, -6.2650232 53.3302529, -6.2649755 53.3302243, -6.2648977 53.3301843, -6.2648583 53.3301732, -6.2648206 53.3301661, -6.2647482 53.3301666, -6.2647093 53.3301667, -6.2645338 53.3301741, -6.2643819 53.3301816, -6.2642883 53.3301878)",,,,,,,
2424088878,4731405969,0,234107828,False,,,service,,False,9.161999999999999,,"LINESTRING (-6.2468704 53.3376483, -6.2469231 53.3376666, -6.2469897 53.3376897)",,,,driveway,,,
2424088878,32335446,0,378175982,True,,James Street East,unclassified,30,False,26.809,,"LINESTRING (-6.2468704 53.3376483, -6.2467276 53.3377818, -6.2466536 53.3378517)",,,,,,,
2424174297,2377743854,0,234119655,False,,,service,,True,20.821,,"LINESTRING (-6.240389 53.3555954, -6.2405246 53.3555076, -6.2406016 53.3554577)",,,,,,,
2433699869,2433699873,0,235288206,False,,,service,,False,26.607,,"LINESTRING (-6.2899281 53.3345876, -6.2903103 53.3346595)",,,,,,,
2433699869,401878747,0,317554421,False,4,Dolphin's Barn Street,secondary,50,False,59.791999999999994,R110,"LINESTRING (-6.2899281 53.3345876, -6.2899198 53.3346037, -6.2896674 53.3351023)",,,,,,,
2433699869,2373975855,0,317554421,False,4,Dolphin's Barn Street,secondary,50,True,23.89,R110,"LINESTRING (-6.2899281 53.3345876, -6.2900068 53.3344349, -6.2900578 53.334389)",,,,,,,
2433699873,2433699869,0,235288206,False,,,service,,True,26.607,,"LINESTRING (-6.2903103 53.3346595, -6.2899281 53.3345876)",,,,,,,
2433700513,10737357110,0,9189208,False,2,Donore Avenue,tertiary,30,False,133.12800000000001,,"LINESTRING (-6.2857367 53.3369542, -6.2848309 53.3363911, -6.2845173 53.3361979, -6.2844657 53.3361661, -6.2844044 53.3361271, -6.2843505 53.3360893)",,,,,,,
2433700513,68422447,0,9189208,False,2,Donore Avenue,tertiary,30,True,49.027,,"LINESTRING (-6.2857367 53.3369542, -6.2857818 53.3369822, -6.2862494 53.3372715)",,,,,,,
2433700513,358540402,0,31992225,False,,Darley's Terrace,residential,30,False,70.571,,"LINESTRING (-6.2857367 53.3369542, -6.2859689 53.336827, -6.2860758 53.3367632, -6.2860835 53.3367235, -6.2859225 53.3365932, -6.2857133 53.3365025)",,,,,,,
2434008188,2434008245,0,"[439958282, 235323470]",False,,,service,,False,170.01500000000004,,"LINESTRING (-6.2881137 53.3323771, -6.2881123 53.3325431, -6.2881133 53.3328313, -6.2881133 53.3329015, -6.2881574 53.3330258, -6.2882639 53.3330814, -6.288286 53.3331326, -6.2882443 53.3332438, -6.2881757 53.3332935, -6.2878598 53.3332979, -6.2876688 53.333295, -6.2875928 53.3333198, -6.2875243 53.3333842, -6.287512 53.3334485, -6.2874998 53.3335144)",,,,,,,
2434008188,282593273,0,369214165,False,3,South Circular Road,secondary,50,False,65.661,R811,"LINESTRING (-6.2881137 53.3323771, -6.2886443 53.3323742, -6.2888067 53.3323787, -6.2890975 53.3324105)",,,,,,,
2434008188,344668793,0,369214165,False,3,South Circular Road,secondary,50,True,38.906,R811,"LINESTRING (-6.2881137 53.3323771, -6.2877538 53.3323784, -6.2875278 53.3323784)",,,,,,,
2434008191,282593273,0,369214165,False,3,South Circular Road,secondary,50,True,4.988,R811,"LINESTRING (-6.2891668 53.3324278, -6.2890975 53.3324105)",,,,,,,
2434008191,1874283057,0,176950766,False,,White Heather Industrial Estate,service,,True,12.956,,"LINESTRING (-6.2891668 53.3324278, -6.2892115 53.3323728, -6.2892667 53.3323283)",permissive,,,,,,
2434008191,32475557,0,369214165,False,3,South Circular Road,secondary,50,False,154.475,R811,"LINESTRING (-6.2891668 53.3324278, -6.2893022 53.3324635, -6.2894254 53.3325113, -6.28975 53.3326653, -6.2904496 53.3329834, -6.2910225 53.3332608)",,,,,,,
2434008245,2434008188,0,"[439958282, 235323470]",False,,,service,,True,170.01500000000001,,"LINESTRING (-6.2874998 53.3335144, -6.287512 53.3334485, -6.2875243 53.3333842, -6.2875928 53.3333198, -6.2876688 53.333295, -6.2878598 53.3332979, -6.2881757 53.3332935, -6.2882443 53.3332438, -6.288286 53.3331326, -6.2882639 53.3330814, -6.2881574 53.3330258, -6.2881133 53.3329015, -6.2881133 53.3328313, -6.2881123 53.3325431, -6.2881137 53.3323771)",,,,,,,
2434543279,2748503060,0,205036329,False,1,Sandford Gardens,residential,30,False,20.685,,"LINESTRING (-6.2809075 53.334015, -6.2809765 53.3341964)",,,,,,,
2434543279,282593991,0,205036329,False,1,Sandford Gardens,residential,30,True,12.315,,"LINESTRING (-6.2809075 53.334015, -6.2808664 53.333907)",,,,,,,
2434543279,912123516,0,77499749,False,,Sandford Park,residential,30,False,46.004,,"LINESTRING (-6.2809075 53.334015, -6.2806896 53.3340545, -6.2802403 53.3341263)",,,,,,,
2434933349,2434933360,0,235431289,False,,,service,,False,18.95,,"LINESTRING (-6.2893194 53.3339749, -6.2892534 53.3341407)",,,,parking_aisle,,,
2434933349,2434933358,0,235431284,False,,,service,,False,83.01599999999999,,"LINESTRING (-6.2893194 53.3339749, -6.2892857 53.3339683, -6.2886484 53.3338876, -6.2885118 53.3338876, -6.2884319 53.3341379)",,,,,,,
2434933349,2434933362,0,235431284,False,,,service,,True,43.881,,"LINESTRING (-6.2893194 53.3339749, -6.2894868 53.3340077, -6.2897171 53.3340609, -6.289823 53.3340894, -6.2897913 53.3341595)",,,,,,,
2434933356,2434933362,0,235431291,False,,,service,,False,14.946,,"LINESTRING (-6.2895759 53.3341205, -6.2897913 53.3341595)",,,,parking_aisle,,,
2434933358,2434933349,0,235431284,False,,,service,,True,83.016,,"LINESTRING (-6.2884319 53.3341379, -6.2885118 53.3338876, -6.2886484 53.3338876, -6.2892857 53.3339683, -6.2893194 53.3339749)",,,,,,,
2434933360,2434933349,0,235431289,False,,,service,,True,18.95,,"LINESTRING (-6.2892534 53.3341407, -6.2893194 53.3339749)",,,,parking_aisle,,,
2434933362,2434933369,0,235431284,False,,,service,,True,15.525,,"LINESTRING (-6.2897913 53.3341595, -6.2897304 53.3342943)",,,,,,,
2434933362,2434933356,0,235431291,False,,,service,,True,14.946,,"LINESTRING (-6.2897913 53.3341595, -6.2895759 53.3341205)",,,,parking_aisle,,,
2434933362,2434933349,0,235431284,False,,,service,,False,43.881,,"LINESTRING (-6.2897913 53.3341595, -6.289823 53.3340894, -6.2897171 53.3340609, -6.2894868 53.3340077, -6.2893194 53.3339749)",,,,,,,
2434933366,2434933369,0,235431288,False,,,service,,False,14.987,,"LINESTRING (-6.2895114 53.3342617, -6.2897304 53.3342943)",,,,parking_aisle,,,
2434933369,2434933362,0,235431284,False,,,service,,False,15.525,,"LINESTRING (-6.2897304 53.3342943, -6.2897913 53.3341595)",,,,,,,
2434933369,2373975970,0,235431284,False,,,service,,True,2.269,,"LINESTRING (-6.2897304 53.3342943, -6.2897215 53.334314)",,,,,,,
2434933369,2434933366,0,235431288,False,,,service,,True,14.987,,"LINESTRING (-6.2897304 53.3342943, -6.2895114 53.3342617)",,,,parking_aisle,,,
2434933372,2373976090,0,235431292,False,,,service,,False,70.475,,"LINESTRING (-6.2891983 53.334269, -6.2890599 53.3345826, -6.289106 53.3346293, -6.2891792 53.3346687, -6.2893448 53.3346931, -6.2894067 53.3347253, -6.2894541 53.334761)",,,,parking_aisle,,,
2434933375,2434933378,0,235431290,False,,,service,,False,15.108,,"LINESTRING (-6.2894438 53.3344075, -6.2896656 53.3344378)",,,,parking_aisle,,,
2434933378,2373975970,0,235431284,False,,,service,,False,14.258,,"LINESTRING (-6.2896656 53.3344378, -6.2897215 53.334314)",,,,,,,
2434933378,401878751,0,235431284,False,,,service,,True,18.519,,"LINESTRING (-6.2896656 53.3344378, -6.289593 53.3345986)",,,,,,,
2434933378,2434933375,0,235431290,False,,,service,,True,15.108,,"LINESTRING (-6.2896656 53.3344378, -6.2894438 53.3344075)",,,,parking_aisle,,,
2434933425,401878748,0,129217489,False,,,service,,True,6.302,,"LINESTRING (-6.2893401 53.335067, -6.2894291 53.3350473)",,,,,,,
2434933425,4510484419,0,235431295,False,,,service,,True,19.188,,"LINESTRING (-6.2893401 53.335067, -6.2890619 53.3350203)",,,,,,,
2434933425,1426100460,0,129217489,False,,,service,,False,14.369,,"LINESTRING (-6.2893401 53.335067, -6.2892749 53.3351007, -6.2891989 53.3351638)",,,,,,,
2434933520,2434933550,0,235431287,False,,,service,,False,68.554,,"LINESTRING (-6.2851065 53.3368835, -6.2841933 53.3371712)",permissive,,,,,,
2434933520,2434933550,1,235431285,False,,,service,,True,211.155,,"LINESTRING (-6.2851065 53.3368835, -6.2850688 53.3368404, -6.2848798 53.3366964, -6.2845583 53.3365473, -6.284302 53.3364046, -6.284213 53.3363255, -6.2840891 53.3363229, -6.2839219 53.3363683, -6.2837481 53.3364215, -6.283709 53.3364902, -6.283722 53.336594, -6.2838245 53.3367482, -6.2841933 53.3371712)",permissive,,,driveway,,,
2434933520,2434933584,0,235431285,False,,,service,,False,106.331,,"LINESTRING (-6.2851065 53.3368835, -6.2853512 53.3371634, -6.2853577 53.3372049, -6.2852925 53.3372529, -6.2844931 53.337499)",permissive,,,driveway,,,
2434933550,2434933520,0,235431287,False,,,service,,True,68.554,,"LINESTRING (-6.2841933 53.3371712, -6.2851065 53.3368835)",permissive,,,,,,
2434933550,2434933520,1,235431285,False,,,service,,False,211.155,,"LINESTRING (-6.2841933 53.3371712, -6.2838245 53.3367482, -6.283722 53.336594, -6.283709 53.3364902, -6.2837481 53.3364215, -6.2839219 53.3363683, -6.2840891 53.3363229, -6.284213 53.3363255, -6.284302 53.3364046, -6.2845583 53.3365473, -6.2848798 53.3366964, -6.2850688 53.3368404, -6.2851065 53.3368835)",permissive,,,driveway,,,
2434933550,2434933584,0,235431285,False,,,service,,True,41.546,,"LINESTRING (-6.2841933 53.3371712, -6.2842803 53.3372762, -6.2844931 53.337499)",permissive,,,driveway,,,
2434933584,2434933550,0,235431285,False,,,service,,False,41.546,,"LINESTRING (-6.2844931 53.337499, -6.2842803 53.3372762, -6.2841933 53.3371712)",permissive,,,driveway,,,
2434933584,2434933520,0,235431285,False,,,service,,True,106.33100000000002,,"LINESTRING (-6.2844931 53.337499, -6.2852925 53.3372529, -6.2853577 53.3372049, -6.2853512 53.3371634, -6.2851065 53.3368835)",permissive,,,driveway,,,
2434933584,2434933585,0,235431286,False,,,service,,True,30.066,,"LINESTRING (-6.2844931 53.337499, -6.284578 53.3376127, -6.2847165 53.3377329)",permissive,,,,,,
2434933585,4382812447,0,317101094,False,4,Cork Street,secondary,50,False,16.262,R110,"LINESTRING (-6.2847165 53.3377329, -6.2844901 53.3377887)",,,,,,,
2434933585,4415579842,0,317101094,False,4,Cork Street,secondary,50,True,5.493,R110,"LINESTRING (-6.2847165 53.3377329, -6.284793 53.3377141)",,,,,,,
2434933585,2434933584,0,235431286,False,,,service,,False,30.066,,"LINESTRING (-6.2847165 53.3377329, -6.284578 53.3376127, -6.2844931 53.337499)",permissive,,,,,,
2435556297,2435556303,0,235504390,False,,,service,,False,70.269,,"LINESTRING (-6.2818415 53.330619, -6.2813217 53.3308956, -6.2811714 53.3309854, -6.2811288 53.3310709)",,,,,,,
2435556302,2435556303,0,125873172,False,3,South Circular Road,secondary,50,False,8.713,R811,"LINESTRING (-6.2809981 53.331064, -6.2811288 53.3310709)",,,,,,,
2435556302,4375856648,0,439910419,False,,,service,,True,13.986,,"LINESTRING (-6.2809981 53.331064, -6.2810397 53.3309407)",,,,,,,
