u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,access,width,tunnel,service,bridge,junction,est_width
32471791,289889586,0,4934446,False,2,Haddington Road,secondary,50,True,85.151,R111,"LINESTRING (-6.2359768 53.336795, -6.2371209 53.336449)",,,,,,,
32471791,428959220,0,4934446,False,2,Haddington Road,secondary,50,False,20.731,R111,"LINESTRING (-6.2359768 53.336795, -6.2357801 53.3368545, -6.2356983 53.3368793)",,,,,,,
32471791,712914377,0,712382320,False,1,Cranmer Lane,residential,30,True,92.35200000000002,,"LINESTRING (-6.2359768 53.336795, -6.2362069 53.3370505, -6.2363367 53.3372032, -6.2364795 53.3373532, -6.236517 53.3373744, -6.2365786 53.33737, -6.2367709 53.3373117)",,,,,,,
32472083,443062010,0,50502870,False,2,Bath Avenue,secondary,50,False,41.589,R111,"LINESTRING (-6.2315445 53.3373227, -6.2309216 53.3373621)",,,,,,,
32472083,4894681007,0,36892454,False,2,Malone Gardens,residential,30,False,110.39500000000001,,"LINESTRING (-6.2315445 53.3373227, -6.2315403 53.3373995, -6.2312628 53.3382095, -6.2314089 53.3382281)",,,,,,,
32472083,428935622,0,50502870,False,2,Bath Avenue,secondary,50,True,47.918,R111,"LINESTRING (-6.2315445 53.3373227, -6.2320183 53.3372927, -6.2322622 53.3372773)",,,,,,,
32475148,2876012762,0,10577138,False,2,Grand Canal Street Lower,secondary,50,True,6.963,R815,"LINESTRING (-6.2388607 53.3386408, -6.2389558 53.3386672)",,,,,,,
32475148,1660049067,0,201011791,False,,,cycleway,,False,8.711,,"LINESTRING (-6.2388607 53.3386408, -6.2388932 53.3387167)",,,,,,,
32475148,8893234346,0,"[4926000, 409845695, 4934597, 317312607]",False,2,Grand Canal Street Upper,secondary,50,False,55.63400000000001,R815,"LINESTRING (-6.2388607 53.3386408, -6.2387337 53.3386037, -6.2385136 53.3385395, -6.2384144 53.3385129, -6.2381197 53.3384275, -6.2381056 53.338424)",,,,,yes,,
32475150,2876012720,0,63844803,False,3,Northumberland Road,secondary,50,True,7.573,R118,"LINESTRING (-6.2400932 53.3374225, -6.240171 53.3374723)",,,,,,,
32475150,32335036,0,4926004,False,3,Northumberland Road,secondary,50,False,192.831,R118,"LINESTRING (-6.2400932 53.3374225, -6.2398233 53.3372523, -6.2397219 53.3371896, -6.2391595 53.3368282, -6.2388036 53.3366036, -6.2387397 53.3365607, -6.238135 53.3361423)",,,,,,,
32475150,91709242,0,7415907,False,2,Percy Place,residential,30,True,76.45,,"LINESTRING (-6.2400932 53.3374225, -6.2401845 53.3373633, -6.2408731 53.3369167)",,,,,,,
32475486,2968714390,0,4934662,False,2,South Circular Road,secondary,50,True,24.326999999999998,R811,"LINESTRING (-6.2997652 53.3386794, -6.2998716 53.338649, -6.3001197 53.338657)",,,,,,,
32475486,2968714395,0,26150023,False,2,Brookfield Road,residential,30,False,28.512,,"LINESTRING (-6.2997652 53.3386794, -6.2999055 53.3388523, -6.2999578 53.3389085)",,,,,,,
32475486,339016289,0,308090005,False,2,South Circular Road,secondary,50,False,63.28699999999999,R811,"LINESTRING (-6.2997652 53.3386794, -6.2996086 53.3385141, -6.2995411 53.3384111, -6.2994561 53.3381473)",,,,,,,
32475487,696775774,0,"[4934642, 4934663]",False,2,South Circular Road,secondary,50,False,28.89,R811,"LINESTRING (-6.2993579 53.337831, -6.2993356 53.3377632, -6.299305 53.337662, -6.2992911 53.3376173, -6.2992835 53.337593, -6.2992781 53.3375756)",,,,,yes,,
32475487,1622473580,0,149236374,False,,,service,30,False,225.098,,"LINESTRING (-6.2993579 53.337831, -6.2994495 53.3378394, -6.3007053 53.3376864, -6.3026768 53.337435)",,,,alley,,,
32475487,339016289,0,185870981,False,2,South Circular Road,secondary,50,True,35.77,R811,"LINESTRING (-6.2993579 53.337831, -6.2993647 53.3378537, -6.2994561 53.3381473)",,,,,,,
32475489,2374666531,0,68295381,False,2,South Circular Road,secondary,50,True,14.385,R811,"LINESTRING (-6.299141 53.3371358, -6.2991796 53.3372631)",,,,,,,
32475489,2374666382,0,30818795,False,,New Ireland Road,residential,30,False,38.704,,"LINESTRING (-6.299141 53.3371358, -6.2993875 53.3370965, -6.2997036 53.3370447)",,,,,,,
32475489,3133124864,0,68295381,False,2,South Circular Road,secondary,50,False,43.472,R811,"LINESTRING (-6.299141 53.3371358, -6.2990765 53.3369126, -6.2990282 53.3367507)",,,,,,,
32475491,32475492,0,4934643,True,1,,secondary,50,False,7.81,R811,"LINESTRING (-6.2989909 53.3364886, -6.2989719 53.3364884, -6.2989409 53.3364864, -6.2989087 53.3364805, -6.2988791 53.3364708)",,,,,,roundabout,
32475491,9127861903,0,68295381,False,2,South Circular Road,secondary,50,True,8.207,R811,"LINESTRING (-6.2989909 53.3364886, -6.2989925 53.3365312, -6.2989927 53.3365624)",,,,,,,
32475492,32475493,0,4934643,True,1,,secondary,50,False,18.070999999999998,R811,"LINESTRING (-6.2988791 53.3364708, -6.298864 53.336464, -6.2988387 53.3364478, -6.298818 53.3364262, -6.2988068 53.3364024, -6.2988051 53.3363809, -6.2988111 53.3363596, -6.2988224 53.3363421, -6.2988383 53.3363273)",,,,,,roundabout,
32475492,9127861905,0,31992882,False,2,Glenmalure Park,residential,30,False,8.869,,"LINESTRING (-6.2988791 53.3364708, -6.2988586 53.336491, -6.2988334 53.3365113, -6.2987943 53.3365315)",,,,,,,
32475493,9127861904,0,4934645,False,2,South Circular Road,secondary,50,False,8.676,R811,"LINESTRING (-6.2988383 53.3363273, -6.298817 53.3363184, -6.2987265 53.336287)",,,,,,,
32475493,4375856688,0,200165897,True,1,,secondary,50,False,14.456000000000001,R811,"LINESTRING (-6.2988383 53.3363273, -6.2988639 53.3363101, -6.2988942 53.3362977, -6.2989323 53.3362888, -6.2989728 53.3362856, -6.2990033 53.336287, -6.2990324 53.3362916)",,,,,,roundabout,
32475512,5755229831,0,4934645,False,2,South Circular Road,secondary,50,False,7.096,R811,"LINESTRING (-6.296932 53.335818, -6.2968327 53.3357944)",,,,,,,
32475512,358543459,0,4934645,False,2,South Circular Road,secondary,50,True,69.636,R811,"LINESTRING (-6.296932 53.335818, -6.2974221 53.3359295, -6.2979121 53.3360409)",,,,,,,
32475512,359102161,0,8232242,False,2,Rialto Street,residential,30,False,42.008,,"LINESTRING (-6.296932 53.335818, -6.2968896 53.3358844, -6.2968312 53.3359758, -6.2967066 53.336171)",,,,,,,
32475514,8672320802,0,143226428,False,2,South Circular Road,secondary,50,False,9.387,R811,"LINESTRING (-6.2947708 53.3353039, -6.2946397 53.3352723)",,,,,,,
32475514,349176543,0,143226428,False,2,South Circular Road,secondary,50,True,47.82,R811,"LINESTRING (-6.2947708 53.3353039, -6.2954401 53.3354627)",,,,,,,
32475514,278337364,0,"[25539095, 94350023]",False,,"['Reuben Avenue', 'Church Avenue South']",residential,30,True,294.995,,"LINESTRING (-6.2947708 53.3353039, -6.2947266 53.3353701, -6.2945553 53.3356243, -6.2940693 53.3363454, -6.293717 53.3362577, -6.2926342 53.335988, -6.2925489 53.335956, -6.292499 53.3359293, -6.2924396 53.3358706, -6.2921993 53.3354619)",,,,,,,
32475515,280148159,0,25535969,False,,Haroldville Avenue,residential,30,False,59.918000000000006,,"LINESTRING (-6.293529 53.3349909, -6.2934383 53.3350583, -6.2933805 53.3350797, -6.293103 53.3351657, -6.2927765 53.3352782)",,,,,,,
32475515,612930969,0,143226428,False,2,South Circular Road,secondary,50,False,17.266,R811,"LINESTRING (-6.293529 53.3349909, -6.2934022 53.334929, -6.2933374 53.3348865)",,,,,,,
32475515,9181606895,0,143226428,False,2,South Circular Road,secondary,50,True,40.415000000000006,R811,"LINESTRING (-6.293529 53.3349909, -6.2936616 53.3350356, -6.2938002 53.3350704, -6.294084 53.3351388)",,,,,,,
32475555,4375856662,0,125873172,False,3,South Circular Road,secondary,50,True,67.03,R811,"LINESTRING (-6.2836477 53.3315146, -6.2826819 53.3313393)",,,,,,,
32475555,32475556,0,71423403,False,3,South Circular Road,secondary,50,False,124.46000000000001,R811,"LINESTRING (-6.2836477 53.3315146, -6.2838708 53.331566, -6.2853963 53.3319176)",,,,,,,
32475555,68422415,0,317544590,False,2,Donore Avenue,tertiary,30,True,66.186,,"LINESTRING (-6.2836477 53.3315146, -6.2835836 53.3316489, -6.2833374 53.3320801)",,,,,,,
32475555,4375856627,0,376465147,False,2,Donore Avenue,tertiary,50,False,48.073,,"LINESTRING (-6.2836477 53.3315146, -6.2837017 53.331375, -6.2837703 53.3312354, -6.2838389 53.3310978)",,,,,,,
32475556,282593272,0,71423403,False,3,South Circular Road,secondary,50,False,30.97,R811,"LINESTRING (-6.2853963 53.3319176, -6.2858299 53.3320202)",,,,,,,
32475556,4375856674,0,439910427,False,,,service,30,True,16.163,,"LINESTRING (-6.2853963 53.3319176, -6.2853104 53.3320536)",,,,,,,
32475556,32475555,0,71423403,False,3,South Circular Road,secondary,50,True,124.46000000000001,R811,"LINESTRING (-6.2853963 53.3319176, -6.2838708 53.331566, -6.2836477 53.3315146)",,,,,,,
32475557,10700687346,0,28002618,False,2,St James's Terrace,residential,30,False,136.339,,"LINESTRING (-6.2910225 53.3332608, -6.2912143 53.3331387, -6.2917119 53.3326887, -6.291969 53.3324621, -6.2920974 53.3323499, -6.2921725 53.3323152, -6.2922187 53.3323184, -6.2922518 53.3323343)",,,,,,,
32475557,3133124730,0,308028936,False,,,service,,False,51.641,,"LINESTRING (-6.2910225 53.3332608, -6.2910478 53.3331722, -6.2910581 53.3331294, -6.2906181 53.3329276)",,,,,,,
32475557,2465475275,0,"[369214165, 937860542]",False,3,South Circular Road,secondary,50,False,3.616,R811,"LINESTRING (-6.2910225 53.3332608, -6.2910504 53.3332796, -6.2910587 53.3332851)",,,,,,,
32475557,2434008191,0,369214165,False,3,South Circular Road,secondary,50,True,154.475,R811,"LINESTRING (-6.2910225 53.3332608, -6.2904496 53.3329834, -6.28975 53.3326653, -6.2894254 53.3325113, -6.2893022 53.3324635, -6.2891668 53.3324278)",,,,,,,
32475578,3008717080,0,125880830,False,3,South Circular Road,secondary,50,True,38.569,R811,"LINESTRING (-6.2735176 53.3321888, -6.2740977 53.3322063)",,,,,,,
32475578,130158425,0,13866331,False,,Spencer Street South,residential,30,True,78.833,,"LINESTRING (-6.2735176 53.3321888, -6.2735188 53.3322484, -6.2735314 53.3328479, -6.2735324 53.3328977)",,,,,,,
32475578,130158426,0,13866332,True,,Longwood Avenue,residential,30,False,56.754999999999995,,"LINESTRING (-6.2735176 53.3321888, -6.2735161 53.3321218, -6.2735153 53.3320842, -6.2735368 53.3316786)",,,,,,,
32475578,1426048716,0,125880830,False,3,South Circular Road,secondary,50,False,66.507,R811,"LINESTRING (-6.2735176 53.3321888, -6.2731122 53.3321774, -6.2727381 53.3321693, -6.2725171 53.3321769)",,,,,,,
32475580,652232946,0,13866325,False,1,Bloomfield Avenue,residential,30,True,76.604,,"LINESTRING (-6.2718749 53.3322706, -6.2718663 53.3321899, -6.2718417 53.3319606, -6.2718083 53.3316487, -6.2718012 53.3315831)",,,,,,,
32475580,1426048717,0,125880830,False,3,South Circular Road,secondary,50,False,34.44,R811,"LINESTRING (-6.2718749 53.3322706, -6.2715556 53.3323125, -6.2714873 53.3323153, -6.2713642 53.3323192)",,,,,,,
32475580,1426048716,0,125880830,False,3,South Circular Road,secondary,50,True,43.967999999999996,R811,"LINESTRING (-6.2718749 53.3322706, -6.2723687 53.332189, -6.2725171 53.3321769)",,,,,,,
32475584,130158815,0,125880830,False,3,South Circular Road,secondary,50,True,54.965,R811,"LINESTRING (-6.2683155 53.332465, -6.2691412 53.3324302)",,,,,,,
32475584,130157149,0,13866265,False,,Stamer Street,residential,30,False,139.865,,"LINESTRING (-6.2683155 53.332465, -6.2683062 53.3323998, -6.2681346 53.3312843, -6.2681235 53.3312124)",,,,,,,
32475584,32475585,0,13894939,False,4,Harrington Street,secondary,50,False,92.40299999999999,R811,"LINESTRING (-6.2683155 53.332465, -6.2682239 53.3324692, -6.266928 53.3325285)",,,,,,,
32475584,5353352885,0,22962975,False,2,Heytesbury Street,tertiary,30,True,61.834,,"LINESTRING (-6.2683155 53.332465, -6.268335 53.3325541, -6.2684001 53.3330187)",,,,,,,
32475585,369213150,0,13894939,False,4,Harrington Street,secondary,50,False,72.632,R811,"LINESTRING (-6.266928 53.3325285, -6.2658362 53.3325681)",,,,,,,
32475585,4616094654,0,8384431,False,2,Synge Street,residential,30,True,31.21,,"LINESTRING (-6.266928 53.3325285, -6.2669365 53.3326009, -6.2669475 53.3328089)",,,,,,,
32475585,2370573208,0,13866343,False,1,Synge Street,residential,30,False,60.781000000000006,,"LINESTRING (-6.266928 53.3325285, -6.2668992 53.3324533, -6.2668605 53.3319844)",,,,,,,
32475585,32475584,0,13894939,False,4,Harrington Street,secondary,50,True,92.40299999999999,R811,"LINESTRING (-6.266928 53.3325285, -6.2682239 53.3324692, -6.2683155 53.332465)",,,,,,,
32529240,9773888408,0,22977991,True,1,Wolfe Tone Quay,secondary,50,False,13.813,R109,"LINESTRING (-6.2908025 53.3473149, -6.2907987 53.3474391)",,,,,,,
32529240,389629,0,4937058,True,2,Wolfe Tone Quay,secondary,50,False,29.223000000000003,R148,"LINESTRING (-6.2908025 53.3473149, -6.2907142 53.347407, -6.2906511 53.3474437, -6.2905826 53.3474582, -6.2904809 53.3474581)",,,,,,,
36313879,3562601793,0,369977726,False,2,Bride Street,tertiary,30,True,6.705,,"LINESTRING (-6.2693023 53.3392323, -6.2693322 53.3392899)",,,,,,,
36313879,6448533089,0,687850175,False,,,service,,False,7.903,,"LINESTRING (-6.2693023 53.3392323, -6.2694191 53.3392186)",,,,,,,
36313879,3562601809,0,22962977,False,,Peter Street,unclassified,30,False,76.93599999999999,,"LINESTRING (-6.2693023 53.3392323, -6.2691921 53.3392408, -6.2681499 53.3393048)",,,,,,,
36313879,6448533087,0,60010825,False,3,Bride Street,tertiary,30,False,30.330000000000002,,"LINESTRING (-6.2693023 53.3392323, -6.2692748 53.3391264, -6.2692764 53.3389608)",,,,,,,
49245967,2370573197,0,5976027,True,1,Richmond Street South,secondary,50,False,73.017,R114,"LINESTRING (-6.2644261 53.3326219, -6.2644334 53.3325369, -6.2644403 53.3324561, -6.2644951 53.3321107, -6.2645471 53.3319704)",,,,,,,
49245967,5407237262,0,59416357,True,4,Harcourt Road,secondary,50,False,24.819,R114,"LINESTRING (-6.2644261 53.3326219, -6.2647314 53.3326011, -6.2647978 53.332599)",,,,,,,
51510562,389358,0,6192247,False,2,Golden Lane,tertiary,30,True,50.337999999999994,,"LINESTRING (-6.2675052 53.3408544, -6.2678545 53.340779, -6.2682261 53.3407149)",,,,,,,
51510562,1426048954,0,16309919,True,1,Stephen Street Upper,tertiary,30,False,42.048,,"LINESTRING (-6.2675052 53.3408544, -6.2673754 53.3408924, -6.2672403 53.3409428, -6.2670832 53.3410114, -6.266969 53.3410542)",,,,,,,
54840478,461626137,0,4934444,False,2,Haddington Road,secondary,50,False,5.728,R111,"LINESTRING (-6.2440208 53.3343806, -6.2439437 53.3344037)",,,,,,,
54840478,7465142083,0,4934444,False,2,Haddington Road,secondary,50,True,34.79,R111,"LINESTRING (-6.2440208 53.3343806, -6.2444892 53.3342404)",,,,,,,
54840478,54840500,0,7415907,False,2,Percy Place,residential,30,False,239.873,,"LINESTRING (-6.2440208 53.3343806, -6.2440254 53.3345081, -6.243996 53.3346663, -6.2438313 53.3348055, -6.2435451 53.3350067, -6.2431693 53.3352557, -6.2428117 53.3354994, -6.2424754 53.3357125, -6.2422596 53.3359055, -6.2421795 53.336072, -6.2420825 53.3361254)",,,,,,,
54840500,91709242,0,7415907,False,2,Percy Place,residential,30,False,119.122,,"LINESTRING (-6.2420825 53.3361254, -6.2408731 53.3369167)",,,,,,,
54840500,54840478,0,7415907,False,2,Percy Place,residential,30,True,239.87300000000002,,"LINESTRING (-6.2420825 53.3361254, -6.2421795 53.336072, -6.2422596 53.3359055, -6.2424754 53.3357125, -6.2428117 53.3354994, -6.2431693 53.3352557, -6.2435451 53.3350067, -6.2438313 53.3348055, -6.243996 53.3346663, -6.2440254 53.3345081, -6.2440208 53.3343806)",,,,,,,
54840500,2876012626,0,"[72097728, 375772041, 7415909, 7415911]",False,2,Huband Bridge,residential,30,False,36.96600000000001,,"LINESTRING (-6.2420825 53.3361254, -6.2421398 53.3361526, -6.2422172 53.336191, -6.2423306 53.3362565, -6.2424138 53.3363046, -6.2424422 53.3363193, -6.2424751 53.3363373, -6.242495 53.3363483)",,,,,yes,,
57744040,32235983,0,53750891,True,1,Dawson Street,secondary,30,False,52.152,R138,"LINESTRING (-6.258262 53.3412893, -6.2582443 53.3413505, -6.2581409 53.341709, -6.2581286 53.3417515)",no,,,,,,
57744040,5099319588,0,1064280948,True,2,Molesworth Street,tertiary_link,30,False,3.8999999999999995,,"LINESTRING (-6.258262 53.3412893, -6.2582378 53.3412865, -6.2582043 53.3412827)",,,,,,,
57744042,5166592138,0,231204891,False,,,service,,False,9.934000000000001,,"LINESTRING (-6.2553135 53.3408192, -6.2552213 53.3408024, -6.2551704 53.3407931)",,,,driveway,,,
57744042,57744043,0,523892327,False,2,Molesworth Street,tertiary,30,True,120.197,,"LINESTRING (-6.2553135 53.3408192, -6.2554178 53.3408388, -6.2570407 53.3411433)",,,,,,,
57744042,5166592133,0,532435056,True,1,Kildare Street,secondary,30,False,79.854,R138,"LINESTRING (-6.2553135 53.3408192, -6.255278 53.3409158, -6.2549507 53.3415034)",,,,,,,
57744042,132560496,0,"[937860544, 1138466410]",False,2,Kildare Street,secondary,30,False,77.723,R138,"LINESTRING (-6.2553135 53.3408192, -6.2554315 53.3406018, -6.2554957 53.3404848, -6.2556767 53.3401547)",,,,,,,
57744043,1431043203,0,7849021,True,1,South Frederick Street,unclassified,30,False,80.965,,"LINESTRING (-6.2570407 53.3411433, -6.2570024 53.3412203, -6.2568191 53.3415886, -6.2566999 53.3418424)",,,,,,,
57744043,57744042,0,523892327,False,2,Molesworth Street,tertiary,30,False,120.197,,"LINESTRING (-6.2570407 53.3411433, -6.2554178 53.3408388, -6.2553135 53.3408192)",,,,,,,
58675492,58675524,0,7919285,False,2,Dartmouth Road,tertiary,30,True,71.35,,"LINESTRING (-6.2531013 53.3304674, -6.2541011 53.3302324)",,,,,,,
58675492,59687474,0,1013488728,False,2,Dartmouth Road,tertiary,30,False,11.333,,"LINESTRING (-6.2531013 53.3304674, -6.2529439 53.3305068)",,,,,,,
58675524,58675492,0,7919285,False,2,Dartmouth Road,tertiary,30,False,71.35,,"LINESTRING (-6.2541011 53.3302324, -6.2531013 53.3304674)",,,,,,,
58675543,59687464,0,"[7919280, 7977024]",False,2,"['Dartmouth Walk', 'Dartmouth Square East']","['residential', 'service']",30,True,226.89999999999998,,"LINESTRING (-6.2544667 53.330822, -6.2544961 53.3308689, -6.2548128 53.3313743, -6.2548355 53.3314105, -6.2570627 53.3309359)",,,,alley,,,
58675543,58675524,0,109196045,True,1,Dartmouth Square East,residential,30,False,69.911,,"LINESTRING (-6.2544667 53.330822, -6.2542954 53.3305458, -6.2541011 53.3302324)",,,,,,,
58675544,58675543,0,7919278,True,1,Dartmouth Square North,residential,30,False,158.343,,"LINESTRING (-6.2567129 53.3303441, -6.2555585 53.3305892, -6.2544667 53.330822)",,,,,,,
58675544,59687464,0,8166824,True,2,Dartmouth Square West,residential,30,False,69.784,,"LINESTRING (-6.2567129 53.3303441, -6.2570324 53.3308847, -6.2570627 53.3309359)",,,,,,,
59687464,58675543,0,"[7977024, 7919280]",False,2,"['Dartmouth Walk', 'Dartmouth Square East']","['residential', 'service']",30,False,226.89999999999998,,"LINESTRING (-6.2570627 53.3309359, -6.2548355 53.3314105, -6.2548128 53.3313743, -6.2544961 53.3308689, -6.2544667 53.330822)",,,,alley,,,
59687474,58675492,0,1013488728,False,2,Dartmouth Road,tertiary,30,True,11.333,,"LINESTRING (-6.2529439 53.3305068, -6.2531013 53.3304674)",,,,,,,
59687474,4285824282,0,7977026,False,1,Warner's Lane,service,30,True,69.783,,"LINESTRING (-6.2529439 53.3305068, -6.2529655 53.3305407, -6.2532902 53.3310993)",,,,alley,,,
59687474,9100861,0,1013488729,False,2,Dartmouth Road,tertiary,30,False,68.336,,"LINESTRING (-6.2529439 53.3305068, -6.252154 53.3306678, -6.2519728 53.3307099)",,,,,,,
59687476,4285824282,0,7977026,False,1,Warner's Lane,service,30,False,59.583,,"LINESTRING (-6.2535845 53.3316055, -6.2532902 53.3310993)",,,,alley,,,
59702517,29400040,0,4926189,False,2,Grand Parade,secondary,50,False,84.236,R111,"LINESTRING (-6.2588622 53.3305985, -6.2599032 53.3303598, -6.2600463 53.3303268)",,,,,,,
59702517,32335905,0,4926189,False,2,Grand Parade,secondary,50,True,76.94,R111,"LINESTRING (-6.2588622 53.3305985, -6.2581598 53.3307496, -6.2577717 53.3308323)",,,,,,,
59702517,3821966538,0,8568389,False,1,Dartmouth Place,residential,30,True,24.318,,"LINESTRING (-6.2588622 53.3305985, -6.2588326 53.3305533, -6.2588232 53.3305389, -6.258662 53.3304178)",,,,,,,
60160916,1637624479,0,8111230,False,,Exchange Place,unclassified,30,True,63.581,,"LINESTRING (-6.2468993 53.3482975, -6.2468046 53.3488665)",,,,,,,
60790663,1261227677,0,20834536,True,2,Pembroke Road,secondary,50,False,49.362,R816,"LINESTRING (-6.2360456 53.33211, -6.2357458 53.3321431, -6.2355574 53.3322087, -6.2354809 53.3322497, -6.2354082 53.3323049)",,,,,,,
